Internship_ID,Skill Domain
6067,Non-Technical
5271,Other
6586,Management
8360,Non-Technical
8688,Other
6589,Non-Technical
7864,Non-Technical
4801,Other
5832,Technical
8565,Technical
11332,Other
8119,Other
9279,Technical
8718,Other
10655,Non-Technical
5599,Technical
5469,Technical
7555,Technical
6725,Other
4907,Other
10064,Other
4850,Other
6747,Other
11159,Other
9710,Other
10297,Other
8333,Other
10310,Other
7761,Non-Technical
9712,Other
7487,Other
8743,Other
10496,Other
6117,Other
4779,Other
8289,Other
8375,Other
7327,Other
7789,Non-Technical
10591,Other
5076,Non-Technical
4571,Other
6759,Other
7367,Other
5018,Technical
6269,Other
8960,Other
6441,Other
7477,Other
7860,Non-Technical
10538,Technical
4704,Other
10720,Non-Technical
9314,Technical
11451,Management
11347,Technical
10637,Technical
9764,Non-Technical
5218,Non-Technical
10613,Non-Technical
8550,Management
5881,Technical
9268,Non-Technical
11271,Technical
11371,Non-Technical
10326,Non-Technical
9885,Other
9204,Other
6649,Other
5715,Non-Technical
10624,Other
5153,Other
5730,Non-Technical
6634,Other
5253,Other
9256,Other
9211,Other
5239,Non-Technical
11383,Other
6933,Non-Technical
9994,Non-Technical
9227,Technical
9218,Non-Technical
7235,Technical
11447,Technical
9760,Technical
6572,Other
5182,Other
10971,Other
11236,Other
10647,Technical
7735,Other
7721,Other
8510,Other
8573,Other
11317,Non-Technical
11303,Management
5115,Non-Technical
11229,Non-Technical
6593,Technical
5048,Other
10560,Non-Technical
9405,Technical
8792,Technical
11109,Technical
10721,Technical
5124,Non-Technical
5427,Technical
9195,Technical
7279,Technical
6577,Technical
5132,Technical
5830,Non-Technical
8782,Technical
6981,Technical
10663,Non-Technical
5226,Non-Technical
8420,Technical
5740,Technical
10540,Non-Technical
5189,Non-Technical
8829,Technical
4955,Technical
7221,Non-Technical
10052,Technical
9316,Non-Technical
11360,Non-Technical
11357,Technical
9278,Non-Technical
11370,Technical
7154,Technical
7927,Non-Technical
7070,Non-Technical
7176,Non-Technical
6964,Technical
11440,Technical
7041,Non-Technical
7624,Technical
8504,Technical
7242,Non-Technical
11032,Technical
10764,Non-Technical
11458,Technical
8708,Technical
9203,Non-Technical
11464,Technical
6017,Technical
10005,Technical
5569,Technical
7241,Technical
9904,Non-Technical
6629,Other
8328,Other
8967,Other
9591,Management
8765,Other
7816,Technical
6284,Non-Technical
5946,Other
11446,Management
10088,Other
8472,Other
4956,Other
9686,Other
10829,Other
8771,Other
8235,Other
8926,Other
11136,Other
6096,Other
8985,Other
6630,Non-Technical
5871,Technical
6576,Management
5026,Technical
8647,Non-Technical
5249,Technical
9259,Technical
9997,Technical
7209,Technical
10015,Non-Technical
10362,Technical
11297,Non-Technical
11436,Non-Technical
6597,Non-Technical
7287,Non-Technical
7156,Non-Technical
8710,Non-Technical
11143,Non-Technical
11367,Technical
6558,Technical
5801,Non-Technical
5864,Non-Technical
6418,Technical
7213,Non-Technical
11365,Non-Technical
9900,Non-Technical
7169,Non-Technical
9947,Non-Technical
7845,Other
11340,Other
8695,Technical
9254,Other
10686,Non-Technical
11254,Non-Technical
7285,Non-Technical
6596,Non-Technical
11260,Non-Technical
4997,Non-Technical
5742,Other
8508,Other
10620,Technical
7079,Other
5878,Non-Technical
11086,Non-Technical
11108,Non-Technical
10859,Other
8098,Other
4846,Other
8758,Other
10315,Other
7249,Other
5470,Other
7687,Other
6556,Non-Technical
5245,Other
6330,Other
4965,Other
9510,Other
9872,Non-Technical
10400,Other
9273,Non-Technical
7907,Non-Technical
7025,Technical
7212,Non-Technical
7239,Non-Technical
7986,Non-Technical
9796,Non-Technical
9954,Management
5854,Non-Technical
7631,Non-Technical
6473,Other
9937,Non-Technical
6380,Other
6450,Other
8610,Non-Technical
11335,Non-Technical
11283,Non-Technical
7592,Other
9847,Non-Technical
4899,Other
9582,Other
11373,Non-Technical
7430,Other
10115,Other
7524,Other
6300,Other
6973,Other
10585,Other
4724,Other
9985,Other
7093,Other
7993,Other
11029,Other
5452,Other
10674,Non-Technical
10850,Other
10426,Other
8575,Technical
6743,Other
8068,Other
4926,Other
6064,Other
9434,Other
9699,Other
11432,Technical
9234,Other
7637,Other
11416,Other
9616,Other
11257,Other
6619,Other
5736,Technical
6581,Other
9825,Technical
9113,Other
11238,Other
9586,Other
10863,Other
11121,Other
6911,Other
6645,Non-Technical
6644,Non-Technical
5051,Non-Technical
10649,Other
10416,Other
9813,Technical
6851,Other
9816,Non-Technical
10196,Other
6005,Other
4637,Other
4875,Other
5556,Other
5912,Other
9245,Other
10820,Other
7850,Technical
6994,Other
7510,Other
7518,Other
9221,Other
5037,Non-Technical
4677,Other
9962,Non-Technical
5835,Technical
9960,Technical
5861,Technical
9645,Other
6550,Management
4575,Other
10531,Other
6227,Other
6286,Other
5299,Other
11116,Other
9609,Other
8606,Non-Technical
5219,Non-Technical
8215,Other
6537,Non-Technical
6393,Non-Technical
6447,Non-Technical
9215,Non-Technical
8555,Non-Technical
9986,Non-Technical
5229,Other
10679,Other
7818,Other
6838,Other
10053,Other
11204,Other
7155,Other
6884,Other
7076,Other
8424,Other
11052,Other
8312,Other
8707,Non-Technical
10232,Other
6728,Other
6653,Other
5804,Other
5713,Other
7684,Non-Technical
6296,Other
7810,Other
8631,Other
8605,Other
7746,Non-Technical
11291,Non-Technical
5061,Other
9004,Other
5233,Non-Technical
5595,Other
9162,Technical
8973,Non-Technical
11295,Non-Technical
6523,Non-Technical
9526,Other
8629,Non-Technical
11062,Non-Technical
8912,Other
6974,Other
9358,Other
10777,Other
5553,Other
9688,Other
7890,Other
10227,Other
7378,Other
10898,Other
10410,Other
6993,Technical
10793,Other
5857,Non-Technical
8454,Management
6351,Other
6574,Non-Technical
7884,Technical
11377,Non-Technical
5813,Technical
6407,Other
5184,Other
7246,Other
8625,Technical
11202,Other
6531,Other
7431,Other
5028,Other
7836,Other
7494,Other
9634,Other
6416,Other
10049,Technical
9141,Other
6406,Other
7467,Other
7178,Other
5050,Technical
9306,Other
9305,Technical
7949,Other
6435,Other
7829,Non-Technical
9715,Other
5077,Technical
5471,Other
10908,Other
9833,Technical
8652,Non-Technical
6263,Other
9318,Other
7964,Other
5126,Other
4953,Other
11333,Other
9373,Other
7057,Other
7714,Other
7272,Technical
5542,Other
8255,Other
9496,Other
8568,Non-Technical
11443,Technical
9189,Non-Technical
10551,Management
9019,Other
7218,Technical
10339,Other
9169,Other
7654,Other
8129,Other
8495,Other
8145,Other
7074,Other
8095,Other
8429,Other
8837,Other
8347,Other
9709,Other
6965,Other
5678,Other
11307,Other
6359,Other
5583,Other
6239,Other
7723,Other
8337,Other
6335,Other
9571,Other
6317,Other
6090,Other
10415,Other
7332,Other
8999,Other
10194,Other
9682,Other
9472,Other
6860,Other
6833,Other
9623,Other
9399,Other
4864,Other
10520,Other
7588,Other
7432,Other
8452,Other
6869,Other
8849,Other
6684,Other
9181,Other
8044,Other
6681,Other
5385,Other
10358,Other
7533,Other
7400,Other
7374,Other
5293,Other
8102,Other
10884,Other
6913,Other
5464,Other
11036,Other
9705,Other
6179,Other
9521,Other
4684,Other
5582,Other
8263,Other
6901,Other
10952,Other
8843,Other
9547,Other
6723,Other
5978,Other
8689,Other
9361,Other
10360,Other
10301,Other
8773,Other
5499,Other
10857,Other
9061,Other
10438,Other
10830,Other
11139,Other
4920,Other
10994,Other
6318,Other
8318,Other
6466,Technical
7920,Non-Technical
6600,Technical
8107,Other
8056,Other
6372,Other
5113,Non-Technical
6462,Other
11327,Non-Technical
10425,Other
10546,Other
5821,Non-Technical
8149,Other
7433,Other
9906,Non-Technical
10844,Other
7658,Other
9194,Non-Technical
8464,Other
4667,Other
6137,Other
8344,Other
11300,Technical
5244,Non-Technical
7364,Other
7887,Non-Technical
10451,Technical
8331,Technical
10843,Other
7398,Other
9747,Other
4587,Other
8060,Other
7585,Other
6545,Non-Technical
6882,Other
5651,Non-Technical
10414,Non-Technical
9397,Other
8063,Other
8681,Technical
10682,Management
7622,Other
9941,Technical
7227,Non-Technical
6500,Technical
7806,Technical
11281,Technical
9896,Non-Technical
9912,Technical
5171,Non-Technical
11387,Management
5904,Non-Technical
9238,Non-Technical
8691,Technical
9202,Non-Technical
7800,Technical
6617,Technical
5701,Non-Technical
7926,Non-Technical
4772,Other
6181,Non-Technical
7839,Non-Technical
9778,Non-Technical
9990,Non-Technical
6375,Technical
8670,Non-Technical
11213,Technical
7538,Other
8635,Other
11261,Other
7238,Other
7968,Other
9981,Other
9340,Other
8530,Other
7889,Other
6538,Other
9946,Other
10609,Other
5236,Other
5855,Other
5214,Other
6315,Other
10781,Other
8471,Other
10024,Other
5779,Other
11389,Other
5192,Other
9283,Other
5914,Other
7232,Other
6544,Other
11312,Other
7180,Other
5772,Other
10026,Other
9886,Other
8514,Other
9301,Other
5225,Other
4946,Other
7852,Other
7289,Other
7823,Other
7857,Other
11393,Other
7199,Other
11445,Other
9730,Other
5235,Other
5890,Other
8538,Other
9944,Non-Technical
7059,Other
11401,Other
11461,Other
10007,Other
9895,Other
10349,Other
4818,Other
7200,Other
10027,Other
9902,Other
5106,Other
10683,Other
8675,Other
10567,Other
7937,Other
11331,Other
9223,Other
9881,Other
6454,Other
7923,Other
7124,Non-Technical
7164,Non-Technical
8540,Other
7826,Non-Technical
10747,Other
6459,Other
7794,Other
8709,Other
7859,Technical
8589,Technical
10615,Non-Technical
8470,Other
9277,Other
11189,Other
7063,Other
6381,Other
7740,Other
9970,Other
7273,Other
8395,Other
7734,Other
7071,Other
10558,Other
10545,Other
6449,Other
11421,Non-Technical
6152,Other
10555,Other
5645,Other
6982,Other
11309,Other
9341,Other
6512,Other
7932,Other
9329,Technical
7112,Other
11408,Other
7775,Other
8082,Other
8223,Other
10319,Other
4873,Other
5370,Other
10801,Other
5088,Non-Technical
10539,Other
10265,Other
5889,Technical
5101,Other
8363,Other
9246,Other
5959,Other
4891,Other
5925,Other
4862,Other
7148,Other
6836,Other
8898,Other
8789,Other
10139,Other
5328,Other
8971,Other
9385,Other
7369,Other
8053,Other
8229,Other
8724,Other
5892,Other
5729,Other
8547,Other
8834,Other
8619,Non-Technical
5054,Other
8607,Other
8983,Other
8088,Other
6745,Other
10153,Other
5600,Other
9820,Non-Technical
8042,Other
9527,Other
4833,Other
5790,Other
10746,Non-Technical
11272,Technical
10775,Other
11390,Other
9430,Other
10606,Other
5317,Other
6304,Other
11404,Other
8586,Other
7099,Other
9270,Non-Technical
9513,Other
8180,Other
7517,Other
9292,Other
8784,Other
9942,Other
4808,Other
9408,Non-Technical
5962,Other
5640,Other
10824,Other
10289,Other
5554,Other
9454,Other
11075,Other
10465,Other
7575,Other
5614,Other
7183,Other
5133,Other
10405,Other
6498,Other
7160,Other
11211,Other
5068,Other
7474,Other
5549,Other
9518,Other
7348,Other
5251,Other
7448,Other
9514,Other
8653,Other
11423,Other
10603,Other
8233,Other
6467,Other
10161,Non-Technical
5322,Other
7546,Other
9072,Other
8641,Other
11364,Non-Technical
5773,Other
6579,Other
6340,Other
5926,Other
9980,Other
11289,Non-Technical
5485,Other
9901,Non-Technical
9145,Other
10611,Other
4719,Other
5930,Other
7283,Other
10752,Other
6960,Other
6742,Other
11244,Technical
5714,Management
5167,Technical
6487,Technical
5043,Management
11240,Non-Technical
9830,Technical
5066,Technical
6872,Non-Technical
7051,Technical
6410,Finance
8552,Technical
6383,Non-Technical
7774,Technical
5064,Non-Technical
8507,Technical
9153,Technical
10571,Technical
10439,Technical
9840,Technical
9109,Finance
5732,Non-Technical
9170,Non-Technical
8282,Technical
4794,Technical
11212,Technical
11198,Technical
7092,Non-Technical
5104,Non-Technical
7118,Technical
9594,Non-Technical
10491,Technical
8494,Technical
9974,Management
8475,Technical
7069,Non-Technical
8410,Non-Technical
9983,Technical
7781,Non-Technical
5138,Non-Technical
8238,Technical
7779,Technical
7110,Technical
7682,Non-Technical
5524,Non-Technical
6389,Non-Technical
7947,Technical
9834,Technical
5019,Technical
5751,Technical
10969,Technical
5022,Technical
9208,Technical
5046,Technical
6264,Technical
10434,Technical
9111,Technical
7098,Technical
9354,Technical
10556,Technical
7745,Technical
11234,Technical
9817,Non-Technical
9276,Technical
11221,Non-Technical
9159,Technical
4935,Management
8596,Non-Technical
8505,Technical
8488,Technical
11137,Technical
10576,Technical
4994,Non-Technical
7741,Management
11205,Technical
11345,Technical
5020,Non-Technical
7877,Technical
11239,Finance
6427,Technical
10602,Technical
5917,Non-Technical
7936,Technical
9770,Technical
10601,Non-Technical
5737,Technical
10542,Technical
5013,Technical
8642,Non-Technical
8529,Technical
6195,Non-Technical
9811,Technical
6370,Technical
11220,Non-Technical
4914,Non-Technical
4798,Technical
10657,Technical
8513,Technical
11176,Non-Technical
5702,Technical
10612,Technical
8458,Non-Technical
6388,Technical
6336,Management
9790,Non-Technical
10525,Non-Technical
6448,Technical
10604,Technical
8216,Technical
10477,Technical
6571,Technical
10501,Technical
11138,Non-Technical
7739,Non-Technical
9794,Technical
7736,Non-Technical
9812,Non-Technical
9106,Technical
9797,Non-Technical
8479,Finance
5695,Technical
5039,Technical
11391,Technical
9662,Non-Technical
5733,Non-Technical
10536,Non-Technical
9863,Non-Technical
10736,Technical
6399,Non-Technical
6428,Technical
6494,Non-Technical
5874,Technical
6409,Technical
5004,Technical
11251,Technical
9864,Technical
8535,Non-Technical
7941,Finance
5058,Technical
11426,Non-Technical
8562,Technical
10534,Technical
6474,Technical
9927,Non-Technical
7067,Technical
7748,Technical
9804,Technical
6620,Technical
10530,Technical
9307,Non-Technical
9998,Technical
6445,Technical
5748,Technical
7847,Technical
5461,Technical
7095,Technical
8694,Technical
9128,Technical
4967,Technical
7764,Non-Technical
9180,Technical
8502,Technical
10526,Technical
10032,Non-Technical
9835,Technical
11183,Non-Technical
7056,Technical
5703,Technical
6313,Non-Technical
4934,Non-Technical
5753,Non-Technical
11188,Technical
6384,Non-Technical
8544,Technical
8493,Technical
7065,Technical
8500,Technical
10716,Non-Technical
8162,Other
5252,Other
5649,Non-Technical
6547,Technical
5042,Non-Technical
9866,Non-Technical
11280,Technical
9757,Other
7081,Non-Technical
7500,Technical
5029,Technical
11209,Technical
5523,Technical
9349,Other
7629,Other
8664,Technical
10626,Management
7101,Technical
5023,Technical
6396,Non-Technical
11203,Technical
5462,Technical
5895,Technical
9793,Technical
8483,Non-Technical
4848,Technical
7757,Non-Technical
11237,Technical
5746,Finance
8489,Technical
5016,Technical
6273,Non-Technical
10455,Non-Technical
9829,Non-Technical
9121,Technical
6191,Technical
5709,Non-Technical
9836,Technical
6368,Technical
11417,Non-Technical
8511,Technical
7174,Non-Technical
11196,Technical
8442,Non-Technical
9039,Technical
9154,Technical
5921,Technical
9149,Other
8231,Non-Technical
9789,Non-Technical
6486,Management
9125,Non-Technical
7077,Non-Technical
10143,Other
6468,Other
6395,Technical
9177,Management
7824,Other
9508,Other
10541,Non-Technical
6835,Technical
8684,Non-Technical
7727,Non-Technical
10452,Technical
7073,Technical
7634,Technical
9266,Other
9827,Non-Technical
5015,Non-Technical
7975,Other
5584,Non-Technical
8193,Other
8577,Non-Technical
9122,Non-Technical
9792,Technical
7131,Other
10738,Other
6377,Technical
8482,Non-Technical
6990,Non-Technical
9810,Technical
5006,Non-Technical
9206,Technical
8932,Non-Technical
8469,Technical
8476,Non-Technical
7066,Technical
5014,Non-Technical
5754,Technical
5785,Non-Technical
7698,Technical
9146,Technical
11422,Non-Technical
5038,Other
8608,Technical
7791,Non-Technical
10590,Technical
7609,Other
8292,Other
5745,Non-Technical
8155,Other
5121,Other
6906,Other
11180,Other
11194,Technical
10769,Other
9330,Technical
5718,Technical
10077,Other
9193,Non-Technical
10447,Other
4709,Other
11120,Non-Technical
5723,Technical
7571,Non-Technical
11100,Other
8473,Technical
6142,Other
6391,Non-Technical
10800,Other
10937,Other
8919,Technical
8531,Technical
9389,Other
11190,Technical
5025,Non-Technical
8660,Technical
10527,Technical
9261,Non-Technical
9788,Technical
9216,Technical
10598,Technical
7729,Non-Technical
5613,Non-Technical
5680,Technical
5826,Technical
10596,Non-Technical
7722,Technical
11235,Technical
9966,Technical
6401,Non-Technical
8696,Non-Technical
6353,Non-Technical
8492,Technical
7268,Non-Technical
7788,Non-Technical
9099,Non-Technical
8486,Non-Technical
8515,Technical
7767,Technical
5142,Non-Technical
11243,Technical
7256,Technical
11195,Non-Technical
10528,Non-Technical
7731,Technical
9915,Technical
9809,Technical
7780,Non-Technical
11216,Technical
11410,Other
5178,Other
9948,Other
7126,Other
9963,Other
9198,Technical
7695,Non-Technical
8602,Other
9871,Technical
9869,Technical
6360,Management
8456,Technical
10572,Non-Technical
6937,Non-Technical
5071,Other
9327,Other
10732,Other
5883,Non-Technical
9786,Technical
6324,Non-Technical
8648,Other
5957,Non-Technical
7270,Non-Technical
9999,Non-Technical
5727,Other
5082,Non-Technical
10575,Non-Technical
6049,Other
5803,Other
7725,Technical
6968,Other
4810,Other
6419,Non-Technical
7652,Non-Technical
10605,Non-Technical
6871,Technical
8468,Management
8362,Other
8497,Other
6587,Non-Technical
4761,Technical
9068,Other
11245,Technical
8016,Other
9546,Non-Technical
9124,Non-Technical
9140,Technical
5758,Non-Technical
5675,Non-Technical
10815,Other
9186,Other
9364,Other
5336,Other
4613,Other
9923,Non-Technical
5750,Technical
5711,Non-Technical
6893,Technical
9806,Other
7082,Non-Technical
7251,Other
10782,Other
5987,Other
9548,Other
4943,Other
6086,Other
10625,Technical
8616,Other
6638,Other
11285,Other
8212,Non-Technical
8478,Non-Technical
10533,Non-Technical
7732,Non-Technical
8465,Other
11241,Non-Technical
11151,Other
5700,Other
11026,Technical
10965,Technical
5326,Technical
11330,Technical
8227,Other
7520,Other
6509,Non-Technical
10529,Management
6883,Other
7638,Other
7875,Technical
5266,Technical
4632,Other
7730,Non-Technical
11420,Other
7785,Other
10851,Other
6517,Non-Technical
10379,Other
5885,Other
9672,Non-Technical
11219,Technical
5515,Other
7566,Other
6534,Non-Technical
5530,Other
9916,Other
9818,Non-Technical
8994,Other
7050,Other
8093,Other
10600,Other
5784,Other
7497,Technical
5610,Other
5504,Other
8158,Other
8219,Non-Technical
10107,Other
7878,Other
7776,Other
7129,Non-Technical
7034,Technical
5981,Technical
5183,Technical
8884,Technical
10244,Technical
10986,Technical
8627,Technical
6628,Technical
5629,Technical
7862,Technical
10110,Technical
5674,Technical
9907,Technical
7105,Technical
11124,Technical
7347,Technical
6705,Technical
6890,Technical
6848,Technical
4917,Technical
10368,Technical
4678,Technical
7688,Technical
4762,Technical
6364,Technical
9978,Non-Technical
6069,Technical
4895,Technical
7544,Technical
5477,Other
5129,Other
11123,Other
9422,Other
11224,Other
5976,Other
4730,Other
8097,Other
11266,Non-Technical
5735,Non-Technical
8944,Other
6532,Other
9201,Other
9879,Other
8526,Other
10004,Technical
10046,Technical
9293,Technical
9756,Technical
9178,Technical
5450,Technical
6422,Non-Technical
7435,Technical
4743,Technical
10931,Technical
10087,Technical
10912,Technical
9782,Technical
9783,Technical
8451,Technical
5707,Technical
10333,Technical
8407,Technical
